544
0	118	0
0	118	0
0	118	0
0	118	0
0	120	0
0	43	0
63	100	44
0	35	0
96	132	36
0	37	0
71	114	38
0	72	0
0	73	0
0	37	0
57	100	38
0	73	0
0	35	0
56	99	36
0	71	0
0	89	0
0	97	0
0	87	0
0	326	0
340	762	327
0	71	0
0	71	0
0	556	0
564	696	557
1180	1439	690
0	210	0
0	36	0
60	95	37
0	487	0
493	663	488
0	202	0
0	83	0
0	73	0
0	73	0
0	3014	0
0	170	0
0	57	0
0	71	0
0	85	0
0	38	0
53	88	39
0	70	0
0	35	0
67	102	36
0	81	0
0	71	0
0	86	0
0	87	0
0	108	0
0	88	0
0	87	0
0	105	0
0	97	0
0	72	0
0	36	0
55	90	37
0	71	0
0	73	0
0	35	0
70	105	36
0	73	0
0	71	0
0	72	0
0	88	0
0	37	0
70	113	38
0	72	0
0	73	0
0	305	0
0	257	0
0	168	0
0	71	0
0	1003	0
0	72	0
0	71	0
0	38	0
53	88	39
0	96	0
0	71	0
0	73	0
0	72	0
0	567	0
0	36	0
55	90	37
0	37	0
70	113	38
0	345	0
358	1620	346
0	70	0
0	35	0
67	102	36
0	72	0
0	35	0
67	102	36
0	73	0
0	339	0
0	85	0
0	73	0
0	71	0
0	73	0
0	164	0
0	273	0
0	83	0
0	71	0
0	72	0
0	95	0
0	70	0
0	73	0
0	200	0
0	89	0
0	36	0
56	100	37
0	70	0
0	38	0
53	88	39
0	35	0
66	101	36
0	72	0
0	72	0
0	186	0
0	99	0
0	36	0
60	95	37
0	35	0
66	101	36
0	73	0
0	71	0
0	71	0
0	73	0
0	181	0
0	71	0
0	203	0
0	13	0
171	489	14
0	189	0
0	224	0
0	203	0
0	72	0
0	72	0
0	35	0
69	104	36
0	488	0
0	35	0
70	105	36
0	3086	0
0	74	0
93	1268	75
0	77	0
0	71	0
0	317	0
448	461	318
0	71	0
0	71	0
0	35	0
55	91	36
0	70	0
0	72	0
0	832	0
0	35	0
55	91	36
0	81	0
0	106	0
0	163	0
0	94	0
0	71	0
0	35	0
59	95	36
0	71	0
0	73	0
0	73	0
0	171	0
0	72	0
0	70	0
0	73	0
