544
4637505	4637578	2	121	121
4663760	4663833	1	122	122
4681634	4681705	2	123	123
4686655	4686727	2	124	124
4745588	4745661	2	125	125
5038550	5039256	2	126	126
5082111	5082146	1	127	127
5082178	5082213	1	127	127
5111796	5112238	2	128	128
5118221	5118294	2	129	129
5138651	5138686	2	130	130
5138706	5138742	2	130	130
5142963	5143033	1	131	131
5148172	5148210	1	132	132
5148225	5148260	1	132	132
5161709	5161779	2	133	133
5172248	5172292	2	134	134
5172312	5172348	2	134	134
5180034	5180548	2	135	135
5185659	5185731	2	136	136
5191354	5191389	2	137	137
5191404	5191442	2	137	137
5202449	5202702	1	138	138
5203993	5204172	2	139	139
5204176	5204506	2	139	139
5207423	5207495	2	140	140
5522236	5522732	2	141	141
5538132	5540036	2	142	142
5578852	5578925	2	143	143
5615648	5615719	2	144	144
5620511	5620547	1	145	145
5620571	5620606	1	145	145
5627292	5627364	1	146	146
5646921	5649143	2	147	147
5653252	5653611	2	148	148
5653622	5653989	2	148	148
5654727	5655194	2	149	149
5655207	5655548	2	149	149
5690737	5690809	2	150	150
5710544	5710581	1	151	151
5710614	5710657	1	151	151
5792373	5792408	2	152	152
5792443	5792478	2	152	152
5821811	5822078	1	153	153
5824804	5824875	1	154	154
5833606	5833677	1	155	155
5851009	5851253	1	156	156
5870186	5870274	2	157	157
5871397	5871492	2	158	158
5906550	5906621	2	159	159
5910493	5910564	1	160	160
5917317	5917390	2	161	161
5928115	5928152	1	162	162
5928185	5928228	1	162	162
5942490	5942957	2	163	163
5942965	5943420	2	163	163
5945739	5945774	2	164	164
5945794	5945830	2	164	164
6036633	6036704	1	165	165
6039155	6039481	2	166	166
6039497	6039808	2	166	166
6046873	6046944	1	167	167
6049600	6049671	2	168	168
6050393	6050589	1	169	169
6066685	6066766	2	170	170
6114607	6114719	1	171	171
6155878	6156182	1	172	172
6165110	6166422	1	173	173
6166772	6166843	1	174	174
6205698	6205779	1	175	175
6205976	6206011	2	176	176
6206035	6206071	2	176	176
6212131	6212202	2	177	177
6236160	6236233	1	178	178
6241363	6241434	1	179	179
6244145	6244218	1	180	180
6279372	6279444	1	181	181
6284639	6284710	1	182	182
6292335	6292802	2	183	183
6292810	6293201	2	183	183
6299440	6299512	1	184	184
6328505	6328578	1	185	185
6333746	6333817	2	186	186
6350672	6350742	1	187	187
6362401	6362444	2	188	188
6362477	6362514	2	188	188
6381417	6381489	1	189	189
6383733	6383768	2	190	190
6383803	6383838	2	190	190
6435976	6436046	2	191	191
6444482	6444695	2	192	192
6444517	6444695	2	193	193
6509239	6509310	1	194	194
6878498	6878569	1	195	195
6901041	6901114	2	196	196
6931850	6931922	2	197	197
6948769	6948850	2	198	198
6950064	6950135	1	199	199
6961985	6962057	2	200	200
7028152	7028861	1	201	201
7030150	7030859	1	202	202
7053591	7053626	2	203	203
7053646	7053682	2	203	203
7174221	7174256	2	204	204
7174276	7174312	2	204	204
7193997	7194980	1	205	205
7197283	7197470	1	206	206
7204636	7204671	2	207	207
7204703	7204738	2	207	207
7226971	7227060	1	208	208
7282733	7282804	1	209	209
7291449	7291521	2	210	210
7661275	7661347	2	211	211
7718114	7718185	2	212	212
7741741	7741866	2	213	213
7741936	7742125	2	214	214
7767898	7774542	2	215	215
7774608	7774927	2	215	215
7799488	7799560	2	216	216
7806910	7806981	1	217	217
7830269	7830654	2	218	218
7836114	7836186	1	219	219
7951305	7951408	2	220	220
7956419	7956457	1	221	221
7956472	7956507	1	221	221
7957549	7957620	1	222	222
7957631	7957702	1	223	223
7976599	7976670	2	224	224
7976681	7976752	2	225	225
7980535	7980608	1	226	226
7993218	7993290	2	227	227
7998901	7998971	2	228	228
8017141	8017213	1	229	229
8018106	8018141	2	230	230
8018176	8018211	2	230	230
8025112	8025184	1	231	231
8026607	8026690	2	232	232
8119988	8120059	2	233	233
8126187	8126268	2	234	234
8134003	8134073	1	235	235
8140730	8140801	1	236	236
8143683	8143754	1	237	237
8145131	8145166	2	238	238
8145181	8145219	2	238	238
8208111	8209599	2	239	239
8220094	8220131	1	240	240
8220151	8220194	1	240	240
8265924	8266117	1	241	241
8427418	8427518	1	242	242
8435342	8435413	2	243	243
8463231	8463304	1	244	244
8472815	8472898	1	245	245
8481351	8481905	2	246	246
8481919	8482072	2	246	246
8529625	8529696	2	247	247
8551094	8551165	2	248	248
8555007	8555094	1	249	249
8555151	8556059	1	249	249
8591606	8591678	1	250	250
8608502	8608574	1	251	251
8671792	8671886	1	252	252
8691525	8691560	1	253	253
8691595	8691630	1	253	253
8696751	8696824	2	254	254
8702008	8702079	2	255	255
8753383	8753483	1	256	256
8768287	8768360	1	257	257
8819637	8819745	2	258	258
8847164	8847201	1	259	259
8847234	8847277	1	259	259
8879575	8879647	1	260	260
8901939	8902010	2	261	261
8906595	8906667	1	262	262
8947623	8947973	2	263	263
8967572	8967608	1	264	264
8967632	8967667	1	264	264
9267587	9267622	1	265	265
9267654	9267689	1	265	265
9342983	9343064	2	266	266
9373823	9374428	1	267	267
9389922	9389994	2	268	268
9523466	9523549	2	269	269
9541274	9541385	1	270	270
9549394	9549466	1	271	271
9602171	9602242	1	272	272
9623689	9623760	2	273	273
9626825	9630220	2	274	274
9626825	9630220	2	275	275
9630453	9630610	2	275	275
9630453	9630610	2	276	276
9630972	9632771	2	275	275
9630972	9632771	2	277	277
9634715	9634835	1	278	278
9635962	9639357	2	279	279
9635962	9639357	2	280	280
9639590	9639747	2	280	280
9639590	9639747	2	281	281
9640109	9641908	2	280	280
9640109	9641908	2	282	282
9643852	9643970	1	283	283
9647504	9647622	1	284	284
9657084	9657202	1	285	285
9660736	9660854	1	286	286
9664388	9664508	1	287	287
9767558	9767601	2	288	288
9767621	9767658	2	288	288
9780339	9780374	2	289	289
9780435	9780471	2	289	289
9803422	9803459	1	290	290
9803493	9803536	1	290	290
9831973	9832045	2	291	291
9862898	9862971	2	292	292
9907129	9907166	1	293	293
9907186	9907229	1	293	293
9909841	9909914	1	294	294
9959393	9959428	1	295	295
9959449	9959492	1	295	295
9968957	9969028	1	296	296
9969525	9969614	2	297	297
9969736	9969833	2	298	298
9969976	9970063	2	299	299
9970612	9970938	2	300	300
9970952	9971374	2	300	300
9972217	9972288	1	301	301
9993648	9993719	1	302	302
10030917	10031473	1	303	303
10031481	10031613	1	303	303
10031749	10031959	1	304	304
10032097	10032356	1	303	303
10050415	10050451	1	305	305
10050475	10050510	1	305	305
10073197	10073684	1	306	306
10073690	10073860	1	306	306
10074219	10074421	1	307	307
10138011	10138094	2	308	308
10151022	10151095	2	309	309
10227110	10227183	2	310	310
10509323	10512337	1	311	311
10553527	10553697	2	312	312
10577729	10577786	1	313	313
10617584	10617655	2	314	314
10649294	10649379	2	315	315
10654554	10654592	1	316	316
10654607	10654642	1	316	316
10669657	10669727	2	317	317
10681827	10681862	2	318	318
10681894	10681929	2	318	318
10744917	10744998	2	319	319
10776560	10776631	1	320	320
10783037	10783123	1	321	321
10783265	10783352	1	322	322
10783484	10783592	1	323	323
10783677	10783765	1	324	324
10783897	10783984	1	325	325
10784066	10784171	1	326	326
10784313	10784410	1	327	327
10806906	10806978	2	328	328
10838039	10838075	1	329	329
10838094	10838129	1	329	329
10848823	10848894	1	330	330
10858204	10858277	2	331	331
10865062	10865097	2	332	332
10865132	10865167	2	332	332
10906347	10906420	2	333	333
10949313	10949384	1	334	334
10966380	10966452	2	335	335
10985743	10985831	2	336	336
10990654	10990691	1	337	337
10990724	10990767	1	337	337
11058642	11058714	2	338	338
11072395	11072468	2	339	339
11112108	11112413	1	340	340
11138034	11138291	1	341	341
11153047	11153215	2	342	342
11233651	11233722	2	343	343
11247869	11248872	2	344	344
11254128	11254200	2	345	345
11294005	11294076	2	346	346
11323687	11323725	1	347	347
11323740	11323775	1	347	347
11623545	11623641	1	348	348
11630576	11630647	2	349	349
11637051	11637124	1	350	350
11639140	11639212	1	351	351
11764440	11765007	2	352	352
11909204	11909240	1	353	353
11909259	11909294	1	353	353
11977341	11977378	1	354	354
11977411	11977454	1	354	354
12035492	12035837	1	355	355
12035850	12037112	1	355	355
12053434	12053504	2	356	356
12081429	12081464	1	357	357
12081496	12081531	1	357	357
12095028	12095100	2	358	358
12102450	12102485	1	359	359
12102517	12102552	1	359	359
12104202	12104275	2	360	360
12119922	12120261	1	361	361
12120425	12120510	1	362	362
12136647	12136720	1	363	363
12166181	12166252	2	364	364
12166934	12167007	1	365	365
12250455	12250619	1	366	366
12256273	12256546	2	367	367
12260469	12260552	2	368	368
12431729	12431800	2	369	369
12434569	12434641	1	370	370
12456855	12456950	2	371	371
12547378	12547448	2	372	372
12549098	12549171	1	373	373
12555113	12555313	1	374	374
12580256	12580345	1	375	375
12595440	12595476	1	376	376
12595496	12595540	1	376	376
12602931	12603001	1	377	377
12608959	12608997	1	378	378
12609012	12609047	1	378	378
12621864	12621899	1	379	379
12621930	12621965	1	379	379
12661066	12661138	2	380	380
12674808	12674880	2	381	381
12728715	12728901	2	382	382
12730532	12730631	2	383	383
12759410	12759446	1	384	384
12759470	12759505	1	384	384
12785217	12785252	1	385	385
12785283	12785318	1	385	385
12808206	12808279	1	386	386
12892725	12892796	1	387	387
12915121	12915192	2	388	388
12984579	12984652	2	389	389
13001452	13001633	2	390	390
13030968	13031039	1	391	391
13080093	13080296	2	392	392
13100874	13100887	1	393	393
13101045	13101363	1	393	393
13153099	13153288	1	394	394
13162725	13162949	2	395	395
13163170	13163373	1	396	396
13174954	13175026	2	397	397
13297188	13297260	1	398	398
13301450	13301485	1	399	399
13301519	13301554	1	399	399
13684464	13684952	1	400	400
13687656	13687691	2	401	401
13687726	13687761	2	401	401
13711049	13714135	1	402	402
13746706	13746780	1	403	403
13746799	13747974	1	403	403
13805314	13805391	1	404	404
13841679	13841750	2	405	405
13912543	13912860	2	406	406
13912991	13913004	2	406	406
13970335	13970406	2	407	407
14067380	14067451	2	408	408
14191685	14191720	2	409	409
14191740	14191776	2	409	409
14203756	14203826	1	410	410
14213549	14213621	1	411	411
14220485	14221317	1	412	412
14254027	14254062	2	413	413
14254082	14254118	2	413	413
14321052	14321133	1	414	414
14350187	14350293	2	415	415
14350374	14350537	2	416	416
14350635	14350729	2	417	417
14375771	14375842	1	418	418
14400694	14400729	2	419	419
14400753	14400789	2	419	419
14407252	14407323	2	420	420
14442163	14442236	1	421	421
14451016	14451089	1	422	422
14453219	14453390	1	423	423
14488389	14488461	1	424	424
14491866	14491936	1	425	425
14511783	14511856	2	426	426
